PlayerID,TeamAbbName,TeamID,PlayerJerseyNumber,PlayerName,PlayerPosition,PlayerHeight,PlayerWeight,PlayerAge,PlayerExperience,PlayerCollege,PlayerSalary
24340,cle,135,49,"Auston English","RDE","6-3",250,24,"1","Oklahoma","N/A"
24279,cle,135,94,"Travis Ivey","RDT","6-4",325,24,"1","Maryland","N/A"
8045,cle,135,92,"Jayme Mitchell","LDE","6-6",285,27,"6","Mississippi","N/A"
8198,cle,135,69,"Scott Paxson","LDT","6-4",290,28,"2","Penn State","N/A"
24484,cle,135,74,"Ko Quaye","LDT","6-1",305,24,"1","South Dakota","N/A"
7459,cle,135,67,"Derreck Robinson","LDE","6-4",295,29,"5","Iowa","N/A"
8967,cle,135,71,"Ahtyba Rubin","RDT","6-2",330,25,"4","Iowa State","N/A"
24716,cle,135,70,"Brian Sanford","LDE","6-2",280,23,"2","Temple","N/A"
9255,cle,135,91,"Brian Schaefering","RDT","6-4",295,28,"2","Lindenwood","N/A"
24824,cle,135,90,"Jabaal Sheard","RDE","6-2",255,22,"R","Pittsburgh","N/A"
24808,cle,135,98,"Phil Taylor","LDT","6-3",335,23,"R","Baylor","N/A"
9089,cle,135,59,"Titus Brown","MLB","6-3",250,25,"2","Mississippi State","N/A"
25657,cle,135,50,"Archie Donald","RLB","6-2",244,23,"R","Toledo","N/A"
6029,cle,135,99,"Scott Fujita","LLB","6-5",250,32,"10","California","N/A"
7820,cle,135,51,"Chris Gocong","RLB","6-2",263,27,"6","Cal Poly","N/A"
25115,cle,135,57,"Eric Gordon","RLB","6-0",232,24,"R","Michigan State","N/A"
7783,cle,135,52,"D'Qwell Jackson","MLB","6-0",240,27,"6","Maryland","N/A"
25593,cle,135,54,"Ben Jacobs","LLB","6-4",243,23,"R","Fresno State","N/A"
9368,cle,135,56,"Kaluka Maiava","RLB","6-0",229,24,"3","USC","N/A"
9231,cle,135,95,"Steve Octavien","MLB","6-0",255,26,"3","Nebraska","N/A"
25598,cle,135,53,"Brian Smith","LLB","6-3",240,22,"R","Notre Dame","N/A"
25599,cle,135,42,"Sidney Tarver","LLB","6-3",236,22,"R","Tennessee State","N/A"
7121,cle,135,20,"Mike Adams","FS","5-11",200,30,"8","Delaware","N/A"
5945,cle,135,24,"Sheldon Brown","RCB","5-10",200,32,"10","South Carolina","N/A"
25590,cle,135,34,"James Dockery","RCB","6-1",185,22,"R","Oregon State","N/A"
9455,cle,135,36,"Coye Francies","RCB","6-0",185,24,"3","San Jose State","N/A"
25591,cle,135,26,"Carl Gettis","SS","5-11",199,22,"R","Missouri","N/A"
23982,cle,135,23,"Joe Haden","LCB","5-11",190,22,"2","Florida","N/A"
25035,cle,135,27,"Eric Hagg","SS","6-1",205,21,"R","Nebraska","N/A"
7516,cle,135,21,"Dimitri Patterson","RCB","5-10",200,28,"6","Tuskegee","N/A"
8509,cle,135,38,"Ramzee Robinson","LCB","5-10",190,27,"4","Alabama","N/A"
24924,cle,135,22,"Buster Skrine","LCB/KR","5-9",185,22,"R","Chattanooga","N/A"
9407,cle,135,25,"DeAngelo Smith","FS","5-11",200,25,"2","Cincinnati","N/A"
7626,cle,135,41,"Ray Ventrone","SS","5-10",200,28,"6","Villanova","N/A"
24013,cle,135,43,"T.J. Ward","SS","5-10",200,24,"2","Oregon","N/A"
8320,cle,135,28,"Usama Young","FS","6-0",200,26,"5","Kent State","N/A"
4269,cle,135,4,"Phil Dawson","KFG/KKO","5-11",200,36,"13","Texas","N/A"
7386,cle,135,2,"Reggie Hodges","P","6-0",220,29,"5","Ball State","N/A"
8776,cle,135,8,"Richmond McGee","HLD/P","6-4",203,28,"2","Texas","N/A"
6478,cle,135,64,"Ryan Pontbriand","LS","6-2",255,31,"9","Rice","N/A"
9438,dal,146,3,"Tom Brandstater","QB","6-5",222,26,"2","Fresno State","N/A"
4157,dal,146,3,"Jon Kitna","QB","6-2",230,38,"15","Central Washington","N/A"
9365,dal,146,7,"Stephen McGee","QB","6-3",222,25,"3","Texas A&M","N/A"
6624,dal,146,9,"Tony Romo","QB","6-2",223,31,"9","Eastern Illinois","N/A"
25007,dal,146,45,"Shaun Chapas","FB","6-2",247,23,"R","Georgia","N/A"
8902,dal,146,23,"Tashard Choice","RB","5-10",212,26,"4","Georgia Tech","N/A"
24446,dal,146,48,"Isaiah Greenhouse","RB","6-2",239,24,"1","Northwestern State","N/A"
24601,dal,146,44,"Chris Gronkowski","FB","6-2",245,24,"2","Arizona","N/A"
8799,dal,146,28,"Felix Jones","RB","5-10",220,24,"4","Arkansas","N/A"
24576,dal,146,35,"Lonyae Miller","RB","6-0",222,23,"1","Fresno State","N/A"
24858,dal,146,29,"DeMarco Murray","RB","6-0",213,23,"R","Oklahoma","N/A"
7899,dal,146,49,"Jason Pociask","FB","6-3",259,28,"3","Wisconsin","N/A"
25444,dal,146,34,"Phillip Tanner","RB","6-0",213,23,"R","Middle Tennessee State","N/A"
8021,dal,146,19,"Miles Austin","WR","6-2",215,27,"6","Monmouth","N/A"
8838,dal,146,80,"Martellus Bennett","TE","6-6",267,24,"4","Texas A&M","N/A"
23999,dal,146,88,"Dez Bryant","PR/WR","6-2",217,22,"2","Oklahoma State","N/A"
25675,dal,146,81,"Curtis Clay","WR","6-1",185,22,"R","TCU","N/A"
24963,dal,146,14,"Dwayne Harris","WR/PR","5-10",203,23,"R","East Carolina","N/A"
8693,dal,146,16,"Jesse Holley","WR","6-2",211,27,"2","North Carolina","N/A"
9493,dal,146,15,"Manuel Johnson","WR","5-11",200,24,"2","Oklahoma","N/A"
25434,dal,146,13,"Lyle Leong","WR","6-1",165,24,"R","Texas Tech","N/A"
9534,dal,146,85,"Kevin Ogletree","WR","6-1",198,24,"3","Virginia","N/A"
9472,dal,146,89,"John Phillips","TE","6-5",265,24,"2","Virginia","N/A"
25627,dal,146,84,"Tysson Poots","WR","6-3",205,23,"R","Southern Utah","N/A"
25440,dal,146,86,"Raymond Radway","KR/WR","6-3",195,24,"R","Abilene Christian","N/A"
8888,dal,146,83,"Martin Rucker","TE","6-5",255,26,"3","Missouri","N/A"
24746,dal,146,10,"Teddy Williams","WR","6-3",198,23,"1","Texas-San Antonio","N/A"
6405,dal,146,82,"Jason Witten","TE","6-6",263,29,"9","Tennessee","N/A"
24897,dal,146,62,"David Arkin","LOG","6-5",300,23,"R","Missouri State","N/A"
24595,dal,146,67,"Phil Costa","LOG","6-3",316,24,"2","Maryland","N/A"
8376,dal,146,68,"Doug Free","LOT","6-6",320,27,"5","Northern Illinois","N/A"
5923,dal,146,65,"Andre Gurode","C","6-4",318,32,"10","Colorado","N/A"
6438,dal,146,64,"Montrae Holland","ROG","6-2",326,31,"9","Florida State","N/A"
6109,dal,146,63,"Kyle Kosier","ROG","6-5",309,32,"10","Arizona State","N/A"
25432,dal,146,60,"Kevin Kowalski","ROG","6-4",290,22,"R","Toledo","N/A"
25435,dal,146,79,"Laupepa Letuli","ROT","6-4",310,24,"R","Hawaii","N/A"
25039,dal,146,61,"Bill Nagy","C","6-3",320,23,"R","Wisconsin","N/A"
9604,dal,146,78,"Jermey Parnell","ROT","6-6",290,25,"2","Mississippi","N/A"
24796,dal,146,77,"Tyron Smith","ROT","6-5",307,20,"R","USC","N/A"
24155,dal,146,76,"Sam Young","LOT","6-8",322,24,"2","Notre Dame","N/A"
24744,dal,146,92,"Josh Brent","NT","6-2",315,23,"2","Illinois","N/A"
6033,dal,146,98,"Kenyon Coleman","LDE","6-5",295,32,"10","UCLA","N/A"
24162,dal,146,66,"Clifton Geathers","RDE","6-7",300,23,"2","South Carolina","N/A"
7841,dal,146,97,"Jason Hatcher","RDE","6-6",311,29,"6","Grambling State","N/A"
24209,dal,146,95,"Sean Lissemore","LDE","6-4",306,23,"2","William & Mary","N/A"
6794,dal,146,99,"Igor Olshansky","RDE","6-5",315,29,"8","Oregon","N/A"
7400,dal,146,90,"Jay Ratliff","NT","6-4",303,30,"7","Auburn","N/A"
24442,dal,146,69,"Jimmy Saddler-McQueen","NT","6-3",298,24,"1","Texas A&M-Kingsville","N/A"
7196,dal,146,96,"Marcus Spears","LDE","6-4",311,28,"7","LSU","N/A"
25426,dal,146,47,"Alex Albright","ROLB","6-5",248,23,"R","Boston College","N/A"
24577,dal,146,55,"Mike Balogun","LILB","6-0",250,27,"2","Oklahoma","N/A"
4277,dal,146,51,"Keith Brooking","RILB","6-2",242,35,"14","Georgia Tech","N/A"
9374,dal,146,57,"Victor Butler","LOLB","6-2",246,24,"3","Oregon State","N/A"
24827,dal,146,53,"Bruce Carter","LILB","6-2",241,23,"R","North Carolina","N/A"
9073,dal,146,54,"Kenwin Cummings","LILB","6-3",230,25,"3","Wingate","N/A"
6439,dal,146,56,"Bradie James","LILB","6-2",245,30,"9","LSU","N/A"
24030,dal,146,50,"Sean Lee","RILB","6-2",242,25,"2","Penn State","N/A"
25433,dal,146,58,"Orie Lemon","RILB","6-1",246,23,"R","Oklahoma State","N/A"
8280,dal,146,93,"Anthony Spencer","LOLB","6-3",260,27,"5","Purdue","N/A"
7187,dal,146,94,"DeMarcus Ware","ROLB","6-4",262,29,"7","Troy","N/A"
9384,dal,146,59,"Brandon Williams","ROLB","6-3",246,23,"3","Texas Tech","N/A"
8491,dal,146,20,"Alan Ball","RCB","6-2",195,26,"4","Illinois","N/A"
25429,dal,146,31,"Mario Butler","LCB","6-1",180,22,"R","Georgia Tech","N/A"
24603,dal,146,42,"Barry Church","SS","6-2",218,23,"2","Toledo","N/A"
8022,dal,146,26,"Abram Elam","SS","6-0",207,29,"6","Kent State","N/A"
8802,dal,146,21,"Mike Jenkins","RCB","5-10",200,26,"4","South Florida","N/A"
24604,dal,146,37,"Bryan McCann","KR/PR/LCB","5-10",189,23,"2","Southern Methodist","N/A"
24605,dal,146,40,"Danny McCray","FS","6-1",214,23,"2","LSU","N/A"
6341,dal,146,41,"Terence Newman","LCB","5-10",193,32,"9","Kansas State","N/A"
24101,dal,146,27,"Akwasi Owusu-Ansah","FS/KR","6-0",208,23,"2","Indiana (PA)","N/A"
25442,dal,146,33,"Chris Randle","RCB","5-11",187,23,"R","Utah State","N/A"
8909,dal,146,32,"Orlando Scandrick","LCB","5-10",194,24,"4","Boise State","N/A"
24759,dal,146,36,"Andrew Sendejo","SS","6-1",210,23,"1","Rice","N/A"
7333,dal,146,43,"Gerald Sensabaugh","FS","6-1",210,28,"7","North Carolina","N/A"
24930,dal,146,26,"Josh Thomas","RCB","5-10",191,22,"R","Buffalo","N/A"
25445,dal,146,39,"Collin Zych","SS","5-11",185,22,"R","Harvard","N/A"
25427,dal,146,5,"Dan Bailey","KFG/KKO","6-0",200,23,"R","Oklahoma State","N/A"
9436,dal,146,18,"David Buehler","KKO/KFG","6-2",225,24,"3","USC","N/A"
25648,dal,146,2,"Kai Forbath","K","6-0",195,23,"R","UCLA","N/A"
5854,dal,146,5,"Shayne Graham","KFG/KKO","6-0",214,33,"11","Virginia Tech","N/A"
25431,dal,146,6,"Chris Jones","HLD/P","6-0",200,22,"R","Carson-Newman","N/A"
7512,dal,146,91,"L.P. Ladouceur","LS","6-5",256,30,"7","California","N/A"
7024,dal,146,1,"Mat McBriar","HLD/P","6-1",218,32,"8","Hawaii","N/A"
7282,den,142,8,"Kyle Orton","QB","6-4",225,28,"7","Purdue","N/A"
8276,den,142,9,"Brady Quinn","QB","6-3",235,26,"5","Notre Dame","N/A"
24000,den,142,15,"Tim Tebow","QB","6-3",245,24,"2","Florida","N/A"
25195,den,142,2,"Adam Weber","QB","6-3",221,24,"R","Minnesota","N/A"
9080,den,142,35,"Lance Ball","RB","5-9",220,26,"3","Maryland","N/A"
25185,den,142,42,"Mario Fannin","RB","5-11",228,23,"R","Auburn","N/A"
25281,den,142,37,"C.J. Gable","RB","6-0",205,23,"R","USC","N/A"
9607,den,142,37,"Jeremiah Johnson","RB","5-9",214,24,"2","Oregon","N/A"
8960,den,142,46,"Spencer Larsen","FB","6-2",243,27,"4","Arizona","N/A"
6359,den,142,23,"Willis McGahee","RB","6-0",235,29,"9","Miami (FL)","N/A"
24427,den,142,36,"Brandon Minor","RB","6-1",216,23,"1","Michigan","N/A"
9276,den,142,27,"Knowshon Moreno","RB","5-11",210,24,"3","Georgia","N/A"
25194,den,142,40,"Austin Sylvester","FB","6-1",248,23,"R","Washington","N/A"
8000,den,142,89,"David Anderson","WR","5-10",192,28,"6","Colorado State","N/A"
9734,den,142,17,"Britt Davis","WR","6-3",205,25,"2","Northern Illinois","N/A"
24062,den,142,87,"Eric Decker","KR/WR","6-3",220,24,"2","Minnesota","N/A"
25183,den,142,83,"Mark Dell","WR","6-2",199,22,"R","Michigan State","N/A"
8028,den,142,86,"Daniel Fells","TE","6-4",270,27,"5","UC Davis","N/A"
25186,den,142,16,"D'Andre Goodwin","WR","5-11",188,23,"R","Washington","N/A"
24991,den,142,85,"Virgil Green","TE","6-3",249,23,"R","Nevada","N/A"
9519,den,142,82,"Dan Gronkowski","TE","6-5",255,26,"2","Maryland","N/A"
25188,den,142,11,"Jamel Hamler","WR","6-2",195,22,"R","Fresno State","N/A"
6460,den,142,84,"Brandon Lloyd","WR","6-0",194,30,"9","Illinois","N/A"
25677,den,142,14,"Greg Orton","WR","6-3",199,24,"R","Purdue","N/A"
9662,den,142,13,"Eron Riley","WR","6-3",210,24,"1","Duke","N/A"
8409,den,142,49,"Dante Rosario","TE","6-4",250,26,"5","Oregon","N/A"
8819,den,142,19,"Eddie Royal","PR/WR","5-10",180,25,"4","Virginia Tech","N/A"
23997,den,142,88,"Demaryius Thomas","WR","6-3",229,23,"2","Georgia Tech","N/A"
24916,den,142,80,"Julius Thomas","TE","6-5",246,23,"R","Portland State","N/A"
8627,den,142,12,"Matt Willis","WR","6-0",190,27,"4","UCLA","N/A"
24020,den,142,68,"Zane Beadles","LOG","6-4",305,24,"2","Utah","N/A"
24248,den,142,63,"Jeff Byers","C","6-4",301,25,"1","USC","N/A"
8789,den,142,78,"Ryan Clady","LOT","6-6",325,24,"4","Boise State","N/A"
9181,den,142,75,"Chris Clark","LOT","6-5",315,25,"3","Southern Miss","N/A"
9103,den,142,64,"Stanley Daniels","LOG","6-4",320,26,"2","Washington","N/A"
24833,den,142,74,"Orlando Franklin","ROT","6-6",316,24,"R","Miami (FL)","N/A"
25187,den,142,67,"Adam Grant","LOT","6-6",325,25,"R","Arizona","N/A"
5599,den,142,71,"Russ Hochstein","ROG","6-4",305,33,"11","Nebraska","N/A"
7910,den,142,73,"Chris Kuper","ROG","6-4",303,28,"6","North Dakota","N/A"
8887,den,142,60,"Shawn Murphy","LOG","6-4",315,28,"3","Utah State","N/A"
24159,den,142,69,"Eric Olsen","ROG","6-3",305,23,"2","Notre Dame","N/A"
25192,den,142,70,"Curt Porter","ROT","6-7",290,23,"R","Jacksonville State","N/A"
8371,den,142,65,"Manny Ramirez","C","6-3",326,28,"4","Texas Tech","N/A"
8450,den,142,72,"Herb Taylor","ROT","6-5",295,26,"4","TCU","N/A"
24055,den,142,50,"J.D. Walton","C","6-3",305,24,"2","Baylor","N/A"
9282,den,142,91,"Robert Ayers","LDE","6-3",274,25,"3","Tennessee","N/A"
25034,den,142,97,"Jeremy Beal","RDE","6-2",262,23,"R","Oklahoma","N/A"
25182,den,142,62,"Ronnell Brown","RDT","6-2",270,23,"R","James Madison","N/A"
7763,den,142,97,"Brodrick Bunkley","LDT","6-2",306,27,"6","Florida State","N/A"
7875,den,142,92,"Elvis Dumervil","RDE","5-11",248,27,"5","Louisville","N/A"
8784,den,142,95,"Derrick Harvey","RDE","6-5",268,24,"4","Florida","N/A"
8019,den,142,52,"Jason Hunter","LDE","6-4",271,28,"6","Appalachian State","N/A"
9524,den,142,93,"Jeremy Jarmon","LDE","6-3",286,23,"3","Kentucky","N/A"
8386,den,142,98,"Ryan McBean","LDT","6-5",297,27,"4","Oklahoma State","N/A"
8910,den,142,76,"DeMario Pressley","LDT","6-3",301,25,"3","North Carolina State","N/A"
8375,den,142,79,"Marcus Thomas","RDT","6-3",316,25,"5","Florida","N/A"
24451,den,142,96,"Mitch Unrein","RDT","6-4",282,24,"1","Wyoming","N/A"
9316,den,142,90,"David Veikune","LDE","6-2",257,25,"3","Hawaii","N/A"
7392,den,142,99,"Kevin Vickerson","RDT","6-5",321,28,"6","Michigan State","N/A"
6349,den,142,94,"Ty Warren","LDT","6-5",300,30,"8","Texas A&M","N/A"
8915,den,142,54,"Alvin Bowen","LLB","6-1",222,27,"3","Iowa State","N/A"
25184,den,142,47,"Derek Domino","LB","6-3",225,23,"R","South Dakota State","N/A"
6564,den,142,57,"Mario Haggan","MLB","6-3",267,31,"9","Mississippi State","N/A"
24854,den,142,56,"Nate Irving","MLB","6-1",240,23,"R","North Carolina State","N/A"
9610,den,142,48,"Braxton Kelley","RLB","6-0",226,24,"1","Kentucky","N/A"
25191,den,142,42,"Deron Mayo","RLB","5-11",220,23,"R","Old Dominion","N/A"
8977,den,142,51,"Joe Mays","MLB","5-11",246,26,"4","North Dakota State","N/A"
24789,den,142,58,"Von Miller","LLB","6-3",246,22,"R","Texas A&M","N/A"
24976,den,142,53,"Mike Mohamed","LLB","6-3",239,23,"R","California","N/A"
9689,den,142,54,"Lee Robinson","LLB","6-2",256,24,"2","Alcorn State","N/A"
6776,den,142,55,"D.J. Williams","RLB","6-1",242,29,"8","Miami (FL)","N/A"
9072,den,142,59,"Wesley Woodyard","RLB","6-0",222,25,"4","Kentucky","N/A"
4655,den,142,24,"Champ Bailey","LCB","6-0",192,33,"13","Georgia","N/A"
25181,den,142,45,"Brandon Bing","RCB","5-11",181,22,"R","Rutgers","N/A"
9378,den,142,30,"David Bruton","FS","6-2",211,24,"3","Notre Dame","N/A"
24895,den,142,28,"Quinton Carter","SS","6-1",208,23,"R","Oklahoma","N/A"
24113,den,142,32,"Perrish Cox","LCB","6-0",198,24,"2","Oklahoma State","N/A"
3558,den,142,20,"Brian Dawkins","SS","6-0",210,37,"16","Clemson","N/A"
5954,den,142,21,"Andre' Goodman","RCB","5-10",184,33,"10","South Carolina","N/A"
25189,den,142,36,"Chris Harris","LCB","5-10",190,22,"R","Kansas","N/A"
6964,den,142,33,"Nate Jones","RCB","5-10",185,29,"8","Rutgers","N/A"
9312,den,142,31,"Darcel McBath","FS","6-1",198,25,"3","Texas Tech","N/A"
24385,den,142,34,"Kyle McCarthy","SS","6-1",210,24,"2","Notre Dame","N/A"
24832,den,142,26,"Rahim Moore","FS","6-0",202,21,"R","UCLA","N/A"
24201,den,142,22,"Syd'Quan Thompson","RCB","5-9",191,24,"2","California","N/A"
24382,den,142,41,"Cassius Vaughn","LCB","5-11",195,23,"2","Mississippi","N/A"
9769,den,142,4,"Britton Colquitt","HLD/P","6-3",205,26,"3","Tennessee","N/A"
9066,den,142,3,"Steve Hauschka","KFG/KKO","6-4",210,26,"4","North Carolina State","N/A"
5317,den,142,66,"Lonie Paxton","LS","6-2",281,33,"12","Sacramento State","N/A"
8565,den,142,5,"Matt Prater","KFG/KKO","5-10",187,27,"5","UCF","N/A"
6169,det,151,14,"Shaun Hill","QB","6-3",220,31,"10","Maryland","N/A"
24226,det,151,10,"Zac Robinson","QB","6-3",218,24,"2","Oklahoma State","N/A"
9265,det,151,9,"Matthew Stafford","QB","6-2",232,23,"3","Georgia","N/A"
8297,det,151,5,"Drew Stanton","QB","6-3",230,27,"5","Michigan State","N/A"
8008,det,151,43,"Mike Bell","RB","6-0",225,28,"6","Arizona","N/A"
24005,det,151,44,"Jahvid Best","RB","5-10",199,22,"2","California","N/A"
9456,det,151,21,"Aaron Brown","RB","6-1",205,25,"3","TCU","N/A"
24530,det,151,35,"Matt Clapp","FB","6-2",246,24,"1","Oklahoma","N/A"
8912,det,151,45,"Jerome Felton","FB","6-0",246,25,"4","Furman","N/A"
7894,det,151,36,"Jerome Harrison","RB","5-9",205,28,"6","Washington State","N/A"
9597,det,151,41,"Ian Johnson","RB","5-11",212,24,"1","Boise State","N/A"
24844,det,151,25,"Mikel LeShoure","RB","6-0",227,21,"R","Illinois","N/A"
5940,det,151,28,"Maurice Morris","RB","5-11",216,31,"10","Oregon","N/A"
25620,det,151,87,"Demario Ballard","WR","6-6",220,27,"R","Western Oregon","N/A"
25534,det,151,12,"Dominique Barnes","WR","5-11",185,22,"R","Youngstown State","N/A"
6407,det,151,13,"Nate Burleson","WR","6-0",198,30,"9","Nevada","N/A"
7445,det,151,82,"Rashied Davis","WR","5-9",187,32,"7","San Jose State","N/A"
24531,det,151,46,"Richard Dickson","TE","6-2",245,23,"1","LSU","N/A"
9116,det,151,40,"Joe Jon Finley","TE","6-6",251,26,"1","Oklahoma","N/A"
25493,det,151,19,"Marcus Harris","WR","6-1",185,22,"R","Murray State","N/A"
6669,det,151,89,"Will Heller","TE","6-6",275,30,"10","Georgia Tech","N/A"
9220,det,151,86,"Nate Hughes","WR","6-2",195,26,"2","Alcorn State","N/A"
8256,det,151,81,"Calvin Johnson","WR","6-5",236,25,"5","Georgia Tech","N/A"
9559,det,151,11,"Stefan Logan","KR/PR/WR","5-6",180,30,"3","South Dakota","N/A"
9284,det,151,84,"Brandon Pettigrew","TE","6-5",265,26,"3","Oklahoma State","N/A"
8661,det,151,47,"Gijon Robinson","TE","6-1",255,26,"4","Missouri Western State","N/A"
7810,det,151,85,"Tony Scheffler","TE","6-5",255,28,"6","Western Michigan","N/A"
7839,det,151,80,"Maurice Stovall","WR","6-5",220,26,"6","Notre Dame","N/A"
24231,det,151,18,"Tim Toone","WR","5-10",185,26,"1","Weber State","N/A"
9346,det,151,15,"Derrick Williams","WR","5-11",197,25,"3","Penn State","N/A"
24831,det,151,16,"Titus Young","WR","5-11",174,22,"R","Boise State","N/A"
5465,det,151,76,"Jeff Backus","LOT","6-5",305,33,"11","Michigan","N/A"
6935,det,151,62,"Kirk Chambers","LOT","6-7",315,32,"7","Stanford","N/A"
8794,det,151,77,"Gosder Cherilus","ROT","6-7",325,27,"4","Boston College","N/A"
24996,det,151,72,"Johnny Culbreath","ROT","6-5",322,23,"R","South Carolina State","N/A"
24104,det,151,70,"Jason Fox","LOT","6-7",303,23,"2","Miami (FL)","N/A"
7305,det,151,65,"Dylan Gandy","ROG","6-3",295,29,"5","Texas Tech","N/A"
9625,det,151,64,"Dan Gerberry","C","6-3",302,25,"1","Ball State","N/A"
8463,det,151,78,"Corey Hilliard","ROT","6-6",300,26,"5","Oklahoma State","N/A"
7963,det,151,63,"Chris Morris","C","6-4",305,28,"6","Michigan State","N/A"
8036,det,151,68,"Rudy Niswanger","C","6-5",301,28,"6","LSU","N/A"
6842,det,151,66,"Stephen Peterman","ROG","6-4",323,29,"7","LSU","N/A"
5497,det,151,51,"Dominic Raiola","C","6-1",295,32,"11","Nebraska","N/A"
7877,det,151,67,"Rob Sims","LOG","6-3",312,27,"6","Ohio State","N/A"
8972,det,151,74,"Donald Thomas","LOG","6-4",310,25,"4","Connecticut","N/A"
8869,det,151,92,"Cliff Avril","LDE","6-3",260,25,"4","Purdue","N/A"
24529,det,151,61,"Rob Callaway","RDT","6-5",312,23,"1","Saginaw Valley","N/A"
8496,det,151,75,"Keyunta Dawson","LDE","6-3",254,25,"5","Texas Tech","N/A"
24800,det,151,98,"Nick Fairley","RDT","6-3",291,23,"R","Auburn","N/A"
8864,det,151,96,"Andre Fluellen","RDT","6-2",302,26,"4","Florida State","N/A"
9379,det,151,91,"Sammie Hill","LDT","6-4",329,24,"3","Stillman","N/A"
8805,det,151,94,"Lawrence Jackson","LDE","6-4",271,25,"4","USC","N/A"
8352,det,151,95,"Quinn Pitcock","LDT","6-2",329,27,"2","Ohio State","N/A"
7931,det,151,97,"Montavious Stanley","LDT","6-2",302,29,"5","Louisville","N/A"
23977,det,151,90,"Ndamukong Suh","LDT","6-4",307,24,"2","Nebraska","N/A"
5481,det,151,93,"Kyle Vanden Bosch","RDE","6-4",278,32,"11","Nebraska","N/A"
6938,det,151,99,"Corey Williams","RDT","6-4",320,31,"8","Arkansas State","N/A"
25499,det,151,69,"Narada Williams","RDE","6-3",245,25,"R","Fort Valley State","N/A"
24189,det,151,79,"Willie Young","RDE","6-5",251,25,"2","North Carolina State","N/A"
8995,det,151,53,"Caleb Campbell","RLB","6-2",237,26,"2","Army","N/A"
7767,det,151,59,"Bobby Carpenter","LLB","6-2",249,28,"6","Ohio State","N/A"
8302,det,151,57,"Justin Durant","LLB","6-1",240,25,"5","Hampton","N/A"
7531,det,151,50,"Isaiah Ekejiuba","RLB","6-4",240,29,"7","Virginia","N/A"
25492,det,151,40,"Dejuan Fulghum","MLB","6-1",220,22,"R","Texas Southern","N/A"
24944,det,151,52,"Doug Hogue","LLB","6-2",235,22,"R","Syracuse","N/A"
9340,det,151,54,"DeAndre Levy","MLB","6-1",238,24,"3","Wisconsin","N/A"
25497,det,151,46,"Cobrani Mixon","RLB","6-1",240,23,"R","Kent State","N/A"
9536,det,151,58,"Ashlee Palmer","MLB","6-1",236,25,"3","Mississippi","N/A"
7865,det,151,55,"Stephen Tulloch","RLB","5-11",240,26,"6","North Carolina State","N/A"
24527,det,151,32,"Aaron Berry","LCB","5-11",180,23,"1","Pittsburgh","N/A"
6902,det,151,24,"Erik Coleman","SS","5-10",207,29,"8","Washington State","N/A"
9297,det,151,26,"Louis Delmas","FS","5-11",202,24,"3","Western Michigan","N/A"
7521,det,151,34,"Aaron Francisco","FS","6-2",207,28,"7","Brigham Young","N/A"
8295,det,151,23,"Chris Houston","LCB","5-11",178,26,"5","Arkansas","N/A"
8478,det,151,45,"Michael Johnson","SS","6-2",207,27,"5","Arizona","N/A"
8144,det,151,37,"Anthony Madison","LCB","5-9",180,29,"6","Alabama","N/A"
8394,det,151,33,"Brandon McDonald","RCB","5-10",185,26,"5","Memphis","N/A"
24353,det,151,38,"Prince Miller","CB","5-9",198,23,"2","Georgia","N/A"
24537,det,151,25,"Randy Phillips","S","6-1",210,24,"1","Miami (FL)","N/A"
9738,det,151,36,"Paul Pratt","RCB","5-10",185,26,"2","Nevada","N/A"
25498,det,151,39,"Ricardo Silva","SS","6-3",225,23,"R","Hampton","N/A"
9301,det,151,27,"Alphonso Smith","LCB","5-9",190,25,"3","Wake Forest","N/A"
24041,det,151,42,"Amari Spievey","SS","5-11",195,23,"2","Iowa","N/A"
6869,det,151,30,"Nathan Vasher","RCB","5-11",185,29,"8","Texas","N/A"
8438,det,151,29,"John Wendling","FS","6-1",222,28,"5","Wyoming","N/A"
8307,det,151,21,"Eric Wright","RCB","5-10",190,26,"5","UNLV","N/A"
25491,det,151,6,"Ryan Donahue","HLD/P","6-3",190,23,"R","Iowa","N/A"
2034,det,151,4,"Jason Hanson","KFG/KKO","6-0",190,41,"20","Washington State","N/A"
5568,det,151,2,"Nick Harris","HLD/P","6-2",218,33,"11","California","N/A"
7120,det,151,48,"Don Muhlbach","LS","6-4",265,30,"8","Texas A&M","N/A"
7378,det,151,3,"Dave Rayner","KKO/KFG","6-2",215,28,"5","Michigan State","N/A"
8986,gnb,152,10,"Matt Flynn","QB","6-2",225,26,"4","LSU","N/A"
24727,gnb,152,6,"Graham Harrell","QB","6-2",215,26,"1","Texas Tech","N/A"
7200,gnb,152,12,"Aaron Rodgers","QB","6-2",225,27,"7","California","N/A"
7635,gnb,152,25,"Ryan Grant","RB","6-1",222,28,"5","Notre Dame","N/A"
24883,gnb,152,20,"Alex Green","RB","6-0",225,23,"R","Hawaii","N/A"
25465,gnb,152,35,"Jon Hoese","FB","6-2",238,22,"R","Minnesota","N/A"
9409,gnb,152,45,"Quinn Johnson","FB","6-1",263,24,"3","LSU","N/A"
7695,gnb,152,30,"John Kuhn","FB","6-0",250,28,"6","Shippensburg","N/A"
24267,gnb,152,23,"Dimitri Nance","RB","5-10",219,23,"2","Arizona State","N/A"
